;Server;internal_article_number;article_hash;componentname;componentidentifier;manufacturer;manufacturer_description;component_erpreferencenumber;implant
9145;KPRDCSA02;9001015983;d80567b52105c2a18a413441e05492ded78970529a387d5fbd63eca4460870a4;dissecteur O'Shaughnessy coudé 90° L:220mm;GR11983;;Ulrich;;False
9154;KPRDCSA02;9001048628;8765e15ef509ebd776e045f90ddc6f88e6c8d476348dab04362a52d3b5f1afe3;clamp vasculaire Debakey courbe L:120mm;GR17190;;unknown;NA;False
9157;KPRDCSA02;9001048620;d82771e71f0d568c06ac00819cdf85b80399dffc16dad50dbc37cbf8fdc26f22;pince dissection L:150mm triangulaire;GR17188;;unknown;NA;False
9163;KPRDCSA02;9001013510;230efcb8e02be1d18f2b77799acc92bf4e2271efa2fe89f1362cb04d51b623f9;écarteur Farabeuf L:120mm;GR10950;;unknown;;False
9189;KPRDCSA02;9001048245;19941506d3c1fbecc359b63eca646e003a8ef102fedf92fccc723e42d88864b3;canule aspiration L:115mm;GR17103;;unknown;NA;False
9190;KPRDCSA02;9001048244;f8770bfe287127cbfe220b6f1adf092be591317ede5e488d256575054e3c5ca2;raccord luer lock L:80mm;GR17102;;unknown;NA;False
9193;KPRDCSA02;9001013806;a8e132c1dccff31d0c50a61fc963cb09499fbca68347ccc8d9a5862f2682a8a9;microclamp Bulldog droit L:40mm;GR11263;;unknown;;False
9194;KPRDCSA02;9001047451;288e412d70bdc990925e584baad96af92fa77ac65957d5e13b4c315661add1de;pince Pean droite L:140mm;GR16951;;unknown;NA;False
9196;KPRDCSA02;9001047812;d42d356687bd912549655028d3c88be4f6bc520f44781351397b8314afc3bf44;protection optique L:310mm;GR17018;;unknown;NA;False
9197;KPRDCSA02;9001048562;6b13754ae0ba675b5416043a04ebfa7767671c546ee5b79a712f2d4c96704361;tête alésoir amovible Ø: 9.0mm;GR17176;;unknown;NA;False
9202;KPRDCSA02;9001027259;ad66f5a40aae97ed4520693b580147eb1a11b94fae187260af2cf415bf9a480d;pince Leriche courbe fine L:160mm sans griffes;GR14186;;simal;;False
9204;KPRDCSA02;9001048570;5671909d347bd2dbc15b987aed1702eb362daf905ba92f90b943cc5b7b2023ca;Clamp Vasculaire courbe L:270mm;GR17179;;unknown;NA;False
9209;KPRDCSA02;9001047855;d576acb589dd6fd5bb8a4d695df6f44ade6a5da2b54ba99fcc68073c2cb4d1ae;valve abdominale Doyen L:240mm 100*55mm;GR17022;;simal;NA;False
9210;KPRDCSA02;9001048558;ce1ef6fd7b963e4c6d901e15ef697df9ca23fe57c870e8d251e1cc1d595b05b4;boîte métallique pour Meshgraft;GR17174;;unknown;NA;False
9213;KPRDCSA02;9001048554;3297745ffd2848160a8a8bd5606905499a7b5ae98fda3c9fd1f93a469470d865;ciseaux Allaines courbes L:200mm;GR17173;;unknown;NA;False
9219;KPRDCSA02;9001048543;518081737e57fa6c53c2cc8e44aea0a0d9d70d68073587308ab68776633c1550;écarteur paupière L:60mm;GR17169;;unknown;NA;False
9223;KPRDCSA02;9001048561;6e14254e098c6243ca923a50c1ad5caba3568066c463af7b05c2ee624856643a;ciseaux de Potts 60° L:170mm;GR17175;unk;Unknown;NA;False
9228;KPRDCSA02;9001048556;5b3317787405d587a1fc0ebacaeaa31c346720f19aa480874daf756f619b5572;tournevis pour Dermatome L: 130mm;GR17177;;unknown;NA;False
9230;KPRDCSA02;9001048546;f5111fd8f929bddb08daf6284f0586c7db5bf434c067a02b6fb17a912b9cd520;Pince à Pansement  Coudée Cheron L:260 MM;GR17170;;bittner;NA;False
9233;KPRDCSA02;9001048550;a8f5c03dc2522052cc55eaadbae396f7f506deec1b6d9d47862abe568e35981a;tige bout carré L:260mm;GR17171;;unknown;NA;False
9235;KPRDCSA02;9001048552;7c3bbe4827c2b7acb1e845c63f41cb354e73684c1285a53924e7a79aa7862950;canule d'aspiration Frazier courbe L:180mm CH10;GR17172;;unknown;NA;False
9239;KPRDCSA02;9001048495;d72bc4e37b9a298b97d7710db53b006a0880fe97720b96f0d9794536e50bfec7;pince à préhension Cottle L:110mm serrage à vis;GR17158;;unknown;NA;False
9241;KPRDCSA02;9001021247;60e7d022d2ae454be333d5307b01731079de75bd03dd52f6e60f9629c76cc61e;Pince Backhaus L: 90 MM;GR132445;;Bittner;NA;False
9242;KPRDCSA02;9001048503;3797811729967d519882dff8cb71af33a1904111fdffac94d0fc723da4ffc3a7;micro pince nasale à biopsie L:130mm;GR17160;;pouret;NA;False
9246;KPRDCSA02;9001048507;6fe9bae9c6337ed566e364391d378671fc1ad59fa4f530c56c0e07506c13ca4d;pince à pansement nasale L:170mm;GR17161;;nootens;NA;False
9252;KPRDCSA02;9001048566;6b55cd359e3071fd1b169dbeb5a5a340b8fbe7b1f20d2235264755085fe4a09a;clamp vasculaire droit  L:240mm;GR17178;;unknown;NA;False
9275;KPRDCSA02;9001048517;4067b6c6649061867d6b8fc8b39dee934f5877a296c2b830d37de6b0c464bf46;lancette L:165mm;GR17165;;pouret;NA;False
9280;KPRDCSA02;9001030976;bffab9b7b12a3fb0cb37d9a5f7897e76a41a6daeec90cf30eef831dd204f812b;canule d'aspiration Frazier courbe L:180mm CH08;GR14962;;lapperre;NA;False
9288;KPRDCSA02;9001013873;a339903eecd5db3e650ea7902c2c5e2a77bf31902311697c3c13eeb145ce0b6d;pince Bengolea courbe L:240mm sans griffes;GR11331;;unknown;;False
9291;KPRDCSA02;9001028772;c0784c3026870f4e4f65ff28ddb76a183d4b23a372c2b0d64c6d3497b9bbcb3c;lame malléable Poirier L:350mm;GR13979;;simal;NA;False
9293;KPRDCSA02;9001047856;d578a94f925492da1967c781e0141f8cdaf2af66becb25bfbbf89e1530b602f5;valve sus pubienne Collin L:230mm;GR17023;;simal;NA;False
9295;KPRDCSA02;9001029693;29b1fa7fbe727b26d360be96f0b8fcdead2c81fed1a8e6bda7832a4ba6bcf97f;ciseaux Metzenbaum courbes L:230mm;GR14354;;bittner;NA;False
9299;KPRDCSA02;9001048465;49f7a75cffdc42d5644e8e1412899d22c4f626b7411dfd91e3c41bf50391dd24;micro pince nasale à biopsie L:130mm;GR17152;;lapperre;NA;False
9308;KPRDCSA02;9001019027;19aaa1566aa64aeb915005e7ffb0c56de7cd91795e13ce495aa29defa1862887;panier grillagé avec couvercle 460*100*55mm;GR12826;;unknown;NA;False
9311;KPRDCSA02;9001048107;db6e633e0b95f6238a6b63b555dad09922b4147588f79e069f0521d45ffc8b8d;pince Pean droite L:180mm sans griffes;GR17070;;unknown;NA;False
9312;KPRDCSA02;9001047936;9171124f56f4ad69088327e675f99bfe09ab9c74a8932995d1f5a026a497caa6;pince Museux L:180mm;GR17045;;unknown;NA;False
9316;KPRDCSA02;9001048466;e8bd157bf0ec4d8008ddb55d07ad681c3d219ed63acae98137ba114a729b161e;pince nasale droite à biopsie L:210mm;GR17153;;unknown;NA;False
9328;KPRDCSA02;9001048526;5272f32d6e22e5b6c8659e6082a0734f80845a222ebc3f81063ac50ea04c65c7;canule d'aspiration L:160mm;GR17166;;unknown;NA;False
9330;KPRDCSA02;9001048529;f492d9fc052019b53b640587f41a57239c06bce2b2ed446fb4e531f4f1b6dbe4;spéculum nasale Hartmann l:30mm L:150mm;GR17167;;unknown;NA;False
9344;KPRDCSA02;9001048345;fb5d68ebe1d831857d9c3fc4f071c205b2581296a36b34e4105ef5e4cd4f2d69;mesureur L:190mm;GR17128;;unknown;NA;False
9348;KPRDCSA02;9001012143;3d305f6e8853ef82314a2a1608057a404b109d98438adcb946dc2c24dcf9893a;manche bistouri n°4 Inox;GR11176;;unknown;;False
9352;KPRDCSA02;9001029544;24d7198dd0e415972a5ad3231f3c76da42af9a1200f8ddfcb4d1aca7bc7a5853;pince Halstead Mosquito courbe L:120mm sans griffes;GR14278;;simal;NA;False
9354;KPRDCSA02;9001028080;96dfa944e625ac806aca664b1029f3b3cec876c307308210097b27dc7f00c893;pince Leriche courbe L:150mm sans griffes;GR13791;;simal;NA;False
9360;KPRDCSA02;9001048489;00e737613f6a25d5f95fee1128c61f9cb1840a7284e942e414988efeb7ccddff;seringue à carpule;GR17156;;unknown;NA;False
9377;KPRDCSA02;9001048454;fd33ac35291dfeba5a2f827d39046bbe5bc063400092043533db3e6824eb0bfe;longue pince clamps L:260mm;GR17149;;bittner;NA;False
9378;KPRDCSA02;9001048273;812888f46b42f3f89da53a78bd292ffc2cbb92eb8e5cf9741d21abf032449c1d;dissecteur double Watson-Cheyne L:190mm;GR17110;;unknown;NA;False
9380;KPRDCSA02;9001048456;61db04dc43d3fcd714797487b5c4f8b12511e43aac6ea027895ec3ea0cb19c3c;écarteur autostatique Beckmann L:320mm 4*4 griffes;GR17150;;bittner;NA;False
9394;KPRDCSA02;9001040401;73428c1d6f89c6e6405d9aa825e829604e5911ec2d17d5e27a9a91f5df284b5d;ressort L:15mm;GR16276;;unknown;NA;False
9395;KPRDCSA02;9001048438;b2b516035eddd42c5e7acd5ee78e1dc95f1d03672a8b9de3b3bfda8db8eac459;coiffe pour tournevis L:70mm;GR17146;;unknown;NA;False
9404;KPRDCSA02;9001048300;e690e42efea8716c68b55546601e24b966d4eaa0af67c354a6cc56702ea678d3;pince gouge Stille 4 articulations L:250mm;GR17116;;nopa;NA;False
9405;KPRDCSA02;9001048301;31d5fa900db1192b69b5e4b7bbb79bff0a97e3a76013ef78c88ef69d3ce06a49;écarteur Volkmann L:240mm 8 griffes;GR17117;;unknown;NA;False
9407;KPRDCSA02;9001048408;05f5eb31b24ff1f0295705bf29110f2dd64e011c9dcededdd25dd65038da395c;écarteur genou Inge autostatique L:270mm;GR17143;;unknown;NA;False
9408;KPRDCSA02;9001021501;dd64b335468dae15bf2899ed37f649e80f76e3f3f3c1fb1ce2685e299a999837;valve abdominale Doyen L:240mm 120*60mm;GR13450;;unknown;NA;False
9410;KPRDCSA02;9001013908;77750c0df81f3478a4a1b53dd1ebac0c154b1126ec089b3ff05752b6ef8f2257;pince dissection droite L:200mm 2*1 griffes;GR11370;;unknown;;False
9418;KPRDCSA02;9001048437;53c0d5cda2235cf7aebd7c2b2d33407154f31409c562030ee916a7e81bf8e72e;chemise pour tournevis L:45mm;GR17145;;unknown;NA;False
9419;KPRDCSA02;9001027923;dab9cdeaca04b2216e96e4039bb65fd1df4303529c9c05b13a6ce21619fb1baa;spéculum vaginal valve mâle 30*130mm;GR13712;;unknown;NA;False
9425;KPRDCSA02;9001049564;7516a01b33542542b79fa0a62c3054f73f123d1f08911a6d75ed9bc634bbca88;Godet transparent;GR17019;;unknown;NA;False
9431;KPRDCSA02;9001013310;99ab07d0ac6446363b68f3d54ef7906d238560ee6d92e730160e17496c4790da;ciseaux Metzenbaum courbes L:180mm;GR10744;;unknown;;False
9432;KPRDCSA02;9001048388;ebe95e44895779261c5431855dea823fde193dbe9204bc649c908ef176069db1;ciseau ostéotome Lambotte L:150mm;GR17138;;unknown;NA;False
9433;KPRDCSA02;9001048389;720fc91e07d84ffba8b8ae217548bcc6d77e3929c7ef9a5d95872334b4d6af9e;ciseau ostéotome Lambotte L:165mm;GR17139;;unknown;NA;False
9437;KPRDCSA02;9001048407;29042e7e2fea9f03d8ececec3a06dd544ced80080ebd86517424c2cae4c036d8;ostéotome Lambotte l:10mm L:220mm;GR17142;;unknown;NA;False
9442;KPRDCSA02;9001047446;8bd43ca5c5105ba48578b3a51a551f3f05b11e1f07d1add22408b7ec94fb3f02;bistouri électrique bleu prise avec 3 pins;GR16949;;unknown;NA;False
9443;KPRDCSA02;9001013303;b3c19b6d400895040ccf1a94ad9355724e71318f05753b18650381d967e9e627;ciseaux Mayo droits L:170mm lames plates;GR10734;;unknown;;False
9444;KPRDCSA02;9001048403;c7bdb493a057036dcff647632988c0c6c9ec8bf8d15c04a2cf5084066a589c28;pince à os Semb L:200mm;GR17141;;unknown;NA;False
9445;KPRDCSA02;9001029377;19328c5b4bbd44acb128723fbaa64920b28ee8ae62ecaf2d4b37adf4c75ea6b3;pince gouge Beyer 4 articulations L:180mm;GR14201;;unknown;NA;False
9453;KPRDCSA02;9001048285;2520d538733c0ffc18f5d8b5e49026382d4b2b41b9d15ec4a427153758449669;obturateur mousse L:120mm;GR17113;;unknown;NA;False
9456;KPRDCSA02;9001013951;7a6edbf0730091bb3517e665ff77428dc778dee3dfba92ae7d9531a1ed3c86a4;pince Kocher droite L:180mm 2*1 griffes;GR11417;;unknown;;False
9467;KPRDCSA02;9001013957;7801fa006ba19457165fdded8958da08a9e55fc27c426766f705073e09e97a79;pince porte tampon  L:250mm mors en olive;GR11424;;unknown;;False
9469;KPRDCSA02;9001048355;cd4b226902cf73eec6d0d715e83103569f253b225b5cf979077f41e9c77ef2be;pince multi-griffes L:250mm;GR17130;;unknown;NA;False
9471;KPRDCSA02;9001013935;9928e848912d0437917a27790830423bfa079433f0ce798618d333c1e1e3646e;Pince JL Faure  courbe pour artère utérine L:210mm 2*1 griffes;GR11398;;unknown;;False
9472;KPRDCSA02;9001040734;9f9d61d0dcf4c619d869f0d3457a37a4c847059e6b2d9dbc32f02982c3248ce2;tire bouchon L:180mm;GR16311;;Simal;NA;False
9474;KPRDCSA02;9001048113;0e55e55cc2c6aa039af0b7851f8e3934c8c124523d9d0cf8196aa7c3e7bb9b8d;rétracteur abdominale Ricard L:190mm;GR17075;;unknown;NA;False
9476;KPRDCSA02;9001048356;b5bc30c8a4bd98e47a8cb31bc7fa4f87d2e508a8430700b55bc68051ab60ce0a;pince coupante L:220mm;GR17131;;unknown;NA;False
9489;KPRDCSA02;9001048378;be4f6384104b886494ae2f3636077a67048acaefc99de8418b13f8111d000115;pince utérine Dartigues L:260mm;GR17137;;unknown;NA;False
9490;KPRDCSA02;9001048114;045b6438f4af3651e0fa86c73652b841c1d263fcb906585f44450a08f717c852;valve sus pubienne Rochard L:230mm;GR17076;;unknown;NA;False
9493;KPRDCSA02;9001048362;ecae5a06ec084cf7feb2f12afbefee015e800303249e29de954421dd61774e38;bouchon à click guide mèche bague vert;GR17134;;unknown;NA;False
9495;KPRDCSA02;9001048372;f27e77aec6954469b4291fec1aae305fa1155bd80cc550c6595425dcf35854cb;pince pour plier les plaques L:135mm;GR17136;;unknown;NA;False
9502;KPRDCSA02;9001017876;005036d7cd4d9ea8e0757dfe2f7846319da4623d76edf7ec3d20ceacf53f4ffa;écarteur Farabeuf L:100mm;GR9293;;unknown;NA;False
9514;KPRDCSA02;9001048333;95c95971bd66c154ea1668650df654eb2a1daa8c22537e8bec8bb6bc550c7ed8;écarteur double Senn Miller L:170mm;GR17124;;unknown;NA;False
9517;KPRDCSA02;9001017698;57d838767dc84983e017e99dcf3696e803cb0735c15f2cd8349f323c1c34ce1d;pince Halsted Mosquito courbe L:125mm sans griffes;GR9000;;unknown;NA;False
9522;KPRDCSA02;9001048069;6d2f20c0e7a3096d5db0de0ab62a9c7fe6c31f3f0302e449a370af5f49bb1a35;écarteur Balfour L: 145mm;GR17067;;unknown;NA;False
9524;KPRDCSA02;9001048347;c8b1c26f6c8b1249a308cc2bf7d5b79185827ee77058ba75da39e66d9db58e00;tige pour tournevis L:340mm;GR17129;;unknown;NA;False
9530;KPRDCSA02;9001013726;d8ba2e19560993514fe051baaca0805aaddce86e84886c9a74c387bb6b33452a;manche de bistouri N°3;GR11181;;unknown;;False
9532;KPRDCSA02;9001015796;89d462820593f32c648331ad62da3f6f5c55cbbbe9b5c36ecfd2e8d37580941a;écarteur double Senn Miller L:160mm;GR12072;;bittner;;False
9544;KPRDCSA02;9001048311;8a3b160b163cc8e56d750dbcb7afa9bd5cb41d5dd5f6d0aaf572fc7f83806a38;trocart pointu L:240mm;GR17119;;unknown;NA;False
9552;KPRDCSA02;9001028767;5e6e4e0dbfb2cf30b35d01519039ed7edb8a968d293259ca2eb5d90f2ca8edc8;pince Ombredanne L:120mm;GR13976;;simal;NA;False
9553;KPRDCSA02;9001048209;b7b8dddf36283274f1af257b012f81b812568967841e1cf26eb64b6fef3915ab;écarteur autostatique Weitlaner mousse L:170mm 4*3 griffes;GR17094;;unknown;NA;False
9555;KPRDCSA02;9001048286;87397c29ca182500fd92570468e1ca80fc947d2983a4dd51275b0603fcb12b8d;obturateur pointu L:120mm;GR17114;;unknown;NA;False
9560;KPRDCSA02;9001048280;9522392ae5128722338d1753e29db3fd09895f739b527dcf1bfb419111be9c52;pince gouge L:170mm 4 articulations;GR17112;;unknown;NA;False
9570;KPRDCSA02;9001048304;648656bdb0242fb41281fdc534ea911435178f012db3bdfc9e8fa4297eed953a;écarteur genou Inge autostatique L:250mm;GR17118;;unknown;NA;False
9572;KPRDCSA02;9001048208;3143973f06111f5c22fde77158bd05a766f266a72dee0f69d1d6eb48a72497c5;pince Ombredanne L:120mm (2 pièces);GR17093;;unknown;NA;False
9578;KPRDCSA02;9001028977;d31a0cde39f574c11c6cd60a22620dbe153f509179bd3000f5c62787a5f2922d;fixe champ L:90mm;GR14021;;unknown;NA;False
9586;KPRDCSA02;9001021077;957c7cda3151cd5aa5bae08aead76bef4150c7686935ad30c44167941d8c1334;pince Pean courbe L:160mm sans griffes;GR132377;unk;Unknown;NA;False
9592;KPRDCSA02;9001048246;265a3723f593aa7a0f45d0f5beaaff6702e6a84b4a7bbe4e54aea51109b59449;clamp Bulldog courbe L:35mm;GR17104;;unknown;NA;False
9593;KPRDCSA02;9001048247;5f374928fc0ae8dfa0be754d4f9c4a82833496d64b9ff1e759d0468ef74d92bd;clamp Bulldog droit L:50mm;GR17105;;unknown;NA;False
9606;KPRDCSA02;9001048179;ee877b2cbc21720e4c38baa8169ec48afac41128d9f0e3dea402e932bf233db0;Valve Deaver L:315mm l:25mm;GR17083;;unknown;NA;False
9615;KPRDCSA02;9001048217;c3614478c8e846a6b6d2c60c7cfe8d0591c844d788cb0d41c70deca05048efd3;micro pince mors stries droite L:130mm;GR17097;;unknown;NA;False
9618;KPRDCSA02;9001048221;a05999557243b6e13aa6d6726e427d062767b90dff11f4182dc459d6be967d9e;"crochet en ""S""";GR17099;;unknown;NA;False
9619;KPRDCSA02;9001048222;9f94d48ab8ab9006eae81455315ec7c0246cb62ff6f53cff2eea651484e148d0;mousqueton;GR17100;;unknown;NA;False
9621;KPRDCSA02;9001013861;c1cdbf1e65bbd5ea22fc0d6efd2f9e41527bc50246d642a18dcb26b6517ef67a;pince à dissection L:140mm sans griffes;GR11319;;unknown;;False
9622;KPRDCSA02;9001048212;c74b026b452d2d50fc7f2ea6127e564215aee95fe16b91b3863d2a19bd63db34;pince chirurgicale fine L:150mm 2*1 griffes;GR17096;;unknown;NA;False
9625;KPRDCSA02;9001018000;9a0b86bf526d7c83f990fdde896af0601520f8e246e5e4fa3bc6fc8c8602109c;lame uréthrotome L:260mm ovale;GR12578;;unknown;;False
9626;KPRDCSA02;9001026671;0d894d9b42bb34f8bda795fd7ecb8cf347e8c85e3da72c93e0fcedb8c5a54b81;cuillère à soupe L:190mm;GR14292;;unknown;;False
9631;KPRDCSA02;9001048258;b5c2fcc2b8063ea725dc5937ea9665783ea2fa966af9235f3fc3b8c6e0b14b94;pince dissecteur angle droit L:230mm;GR17107;;simal;NA;False
9641;KPRDCSA02;9001048130;3346b81058b1ee88a44a4477b97c8428320648cd4916640f8ba94cb04ab6b43a;pince Halstead Mosquito courbe L:160mm sans griffes;GR17077;;unknown;NA;False
9642;KPRDCSA02;9001048206;fb15c7683c383e71e17670dd312c015e3c99defb902314ee7930cb4c3b39b8dd;ciseaux Metzenbaum courbes L:115mm;GR17092;;unknown;NA;False
9643;KPRDCSA02;9001048210;4f0a9275493be17de960b4cbce5e633910c6b4c66ca4e22e7525fefa6fe07f9e;écarteur Senn Miller L:155mm;GR17095;;nopa;NA;False
9649;KPRDCSA02;9001048201;56856a7f17c9bd7f0d472ca02117736ef3317db9747399664768f172e9bcc83d;pince Chaput L:250mm;GR17088;;unknown;NA;False
9650;KPRDCSA02;9001048202;04ad5f5ebd3dc94b8803ad4958064c61425561ab74649059b0a0ee6971d032ac;pince Museux L:240mm;GR17089;;simal;NA;False
9659;KPRDCSA02;9001048220;01f509e7a4dd15fd294bc9cacfa76035d84f5aaea9c69b26464bd6e8fb9fd313;crochet L:160mm;GR17098;;wolf;NA;False
9660;KPRDCSA02;9001048223;a615c7191ef9895e1c217ec43d494e3c6f261b11e580ecb6785e741711dd4e9c;boîte métallique avec couvercle 110*80*30mm;GR17101;;unknown;NA;False
9664;KPRDCSA02;9001049233;0c6a878b5534b2de3d003dd77271b18f5072199be898877802ffaad2228a54b1;Porte aiguille long 180;GR18012;;devroe;;False
9667;KPRDCSA02;9001048203;8bc3dbd37c629a16a904393d64ce94277573c61dff2ae3499a1fe3a48352ec5f;écarteur de Love droit L:260mm;GR17090;;simal;NA;False
9668;KPRDCSA02;9001048204;887024183aec4742c558362a57895b4d61e17e4213287472ebcfd4db6817a4e0;écarteur Langenbeck L:200mm l:50*20mm;GR17091;;simal;NA;False
9670;KPRDCSA02;9001048186;8776d2629bfe29a0091322fe8524b8337ab796c5b50e81540b6250c58d8563ac;curette utérine L:270mm (ArtNr: 0);GR17087;;unknown;NA;False
9673;KPRDCSA02;9001028617;fa605006b1b12dd755c17b9c52574c39d33d0aa48bcc285e9dbb4a5866468920;curette utérine L:270mm (ArtNr: 5);GR13924;;unknown;NA;False
9676;KPRDCSA02;9001047883;7da0ea884875bda3de75a69906c3b5d09f061a60cf6284c87f31c62f06e65f04;bougie Hegar double L:200mm D:5-6mm;GR17033;;unknown;NA;False
9677;KPRDCSA02;9001047885;5a2225bf3ffb78e39fc5435807e53e4512c9201a6b1f5ddef9cd38a4d70946a6;bougie Hegar double L:200mm D:7-8mm;GR17037;;unknown;NA;False
9688;KPRDCSA02;9001028914;6333c2c354b7e8e4c496de8881b91ba0586d9164868ab7e1a29a70b12db83593;fixe champ L:130mm;GR13995;;unknown;NA;False
9689;KPRDCSA02;9001048173;e63eaa07566cd6a4e11b72738ce50aa59c72391d9afdfb23c1293b79c2dc9c87;pince anatomique L:210mm sans griffes;GR17080;;unknown;NA;False
9690;KPRDCSA02;9001048174;3a5c1c5df4d3ba7e8f837e102bee1baa929fb178b5464bd27281daef5f6e3d83;ciseaux Metzenbaum courbes L:260mm;GR17081;;unknown;NA;False
9693;KPRDCSA02;9001047943;bbce2da0a7dc6bda37d4fd7a7d0462557d4f44750805eceff75e09c36720a650;Valve Deaver L:315mm l:35mm;GR17048;;unknown;NA;False
9695;KPRDCSA02;9001028976;1f0b0f367433391e903f46d4e5dcdb0a45cc3dd858e45426e9fa134f4bd836e9;fixe champ L:90mm;GR14020;;simal;NA;False
9704;KPRDCSA02;9001047886;d309ede6900053cc769ad0ede45f5c7291184d0669a5aabb00160fa5e43a0f7b;bougie Hegar double L:200mm  D:9-10mm;GR17035;;unknown;NA;False
9710;KPRDCSA02;9001048176;7076d02787c0990121c38480632917ef6e794d20080537520609213e00c69038;pince Pean droite L:200mm sans griffes;GR17082;;unknown;NA;False
9711;KPRDCSA02;9001015819;ca6197b6f8e2d6da2d73f66f4713aed648dff0e05a332708b35d158c56554d52;pince Pozzi L:240mm;GR12099;;unknown;;False
9726;KPRDCSA02;9001048151;1f137d05f45c047837caa7052d9013355bad45290be383214a93c6319f5f5993;tige métallique pour bras flexible L:340mm;GR17078;;unknown;NA;False
9727;KPRDCSA02;9001048152;68e2b90cd2610472011a03fde129eb94e2b22847ebdd5ff041f241f436229158;panier métallique avec couvercle 210*150*60mm;GR17079;;unknown;NA;False
9775;KPRDCSA02;9001047877;8d0a17a18f2fe81dc681fea50d02a4f2941353d9f677f9539307c772ae85f4dc;dilatateur utérin Hegar 8mm;GR17029;;unknown;NA;False
9777;KPRDCSA02;9001047749;2200761072910f19f37d06f8701486a7a81ffd65aee595ff10ddde4919ee9dac;dilatateur utérin Hegar 11mm;GR17006;;unknown;NA;False
9787;KPRDCSA02;9001048109;2ff16139399255524bb50ae151dc62a612173db182d58beb6fd549579ced7daa;pince utérine Dartigues L:260mm (2 pièces);GR17071;;unknown;NA;False
9791;KPRDCSA02;9001031979;4b079a917b568dbded30d1c240b418876a5f7c92939a8cd42c00063ca44bd89c;pince Kocher courbe fine L:160mm 2*1 griffes;GR15112;;unknown;NA;False
9793;KPRDCSA02;9001030062;c7a286dc067ed8a6368515be85f6892fb37f8815e51e972c20fc7ce9e26a45c8;uréthrotome Otis;GR14539;;unknown;NA;False
9795;KPRDCSA02;9001047939;43198f48ee344bd8b3c99740ecb293f1bb652306c686449cf7bcaa15e7565dc9;Pince Cheron courbe L:250mm;GR17047;;unknown;NA;False
9796;KPRDCSA02;9001013717;88d95aedbe0aeb77770cd08b391cd4c645952537ce16c965473c089b65048ccb;manche bistouri  n°3 (ArtNr: 3);GR11164;;unknown;;False
9801;KPRDCSA02;9001006080;d56d60251010c5e0167f12d7ee076cff577bbfcea878c4003c6e60c4a8785dae;pince Babcock L:200mm;GR8998;;unknown;;False
9808;KPRDCSA02;9001026916;47c0a5c31ea17ef4024310b4bdf808cf398c6b968ccc503133a838258364edac;support laryngoscope Homminger L:400mm;GR14888;;unknown;;False
9809;KPRDCSA02;9001021340;d9b639348e4076fd2a5f1d72c0c53cc4e913b477f4cc1093eaaf76f5592b841e;Pince Dissection Droite L:160mm;GR132489;unk;Unknown;NA;False
9810;KPRDCSA02;9001029011;597200496ccf72813d72a9801b8b6823cf3f837e75549f092192c337a9f52c6e;pince dissection droite L:180mm sans griffes;GR14035;;unknown;NA;False
9812;KPRDCSA02;9001007733;367c83b04434f2b31fb28427f7fc021be2f6f995aa57d01e6291c6e173f779c7;pince Pean droit L:160mm sans griffes;GR9844;;unknown;;False
9813;KPRDCSA02;9001029323;8b0eaada25311ca87d0b87213a2193df172c67f1fc3c764207144c5ac0777407;pince Péan droite L:160mm sans griffes;GR14152;;unknown;NA;False
9832;KPRDCSA02;9001010468;916e3ca3cf14bbfd0f7d6e1c743bfe035b62b771345480c32429b7d03908a034;porte aiguille Crile Wood L:150mm;GR9974;;unknown;;False
9835;KPRDCSA02;9001017744;ecff5c03d6fadef546c50f471d3e82cc94a15ef605d06c2b21a8e9205a348ded;pince dissection droite L:140mm 2*1 griffes;GR9241;;p.louis;NA;False
9848;KPRDCSA02;9001048049;fea545fecac18f480c18227791a8a3c23a0a08a263f0edfb6b54c7d7614e294d;écarteur Balfour L:150mm;GR17064;;unknown;NA;False
9849;KPRDCSA02;9001048050;844b5aa32eb3484fe4097ad9f2db7c7ce3c09253f538a5163095a8056edc55cb;bras coulissant écarteur Balfour L:120mm;GR17065;;unknown;NA;False
9850;KPRDCSA02;9001048051;6ef62543246a3847428d0b5a7618ec42573649305a75e8b192c73918a05857d2;boulon de fermeture écarteur D:10mm;GR17066;;unknown;NA;False
9862;KPRDCSA02;9001029948;9e5e3b87f7b9ababf557bac692c1df5687955c11170023d3e3c798ef8bbbb653;clamp Bulldog courbe L:50mm;GR14504;;unknown;NA;False
